Class Catalogue - Class Search Results,,,,,,,
,,,,,,,
Search Type:,Class Search,,,,,,
Session:,Academic Year 2021/2022,,,,,,
Credit Scheme:,Strathclyde Standard 2003 and after,,,,,,
Classification:,Undergraduate,,,,,,
,,,,,,,
,,,,,,,
CODE,TITLE,CREDITS,LEVEL,UG/PG/CE,SEMESTER,EXCHANGE,ELECTIVE
DM202,Design And Manufacturing Management,20,Level 2,Undergraduate,Full Year 2021/2022,Y,PE
AB419,Design Studies 4b,40,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
X3472,Developing Understandings Of Inclusive Literacy And Numeracy,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7215,Digital Cultures: Empowering Scotland'S Young People Online,20,Level 2,Undergraduate,Full Year 2021/2022,N,PE
EE270,Digital Electronic Systems,20,Level 2,Undergraduate,Full Year 2021/2022,Y,NE
EM270,Digital Electronics And Programming Design,20,Level 2,Undergraduate,Full Year 2021/2022,Y,PE
EE469,Digital Signal Processing Principles,20,Level 4,Undergraduate,Full Year 2021/2022,Y,PE
AG515,Dissertation,40,Level 5,Undergraduate,Full Year 2021/2022,N,EO
EC419,Dissertation,20,Level 4,Undergraduate,Full Year 2021/2022,N,PE
EC502,Dissertation,20,Level 5,Undergraduate,Full Year 2021/2022,N,PE
M9498,Dissertation,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
MK414,Dissertation,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
MS509,Dissertation,40,Level 5,Undergraduate,Full Year 2021/2022,Y,EO
R5400,Dissertation,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
M9415,Dissertation (Clinical),40,Level 4,Undergraduate,Full Year 2021/2022,N,EO
X7432,Dissertation (Education),20,Level 4,Undergraduate,Full Year 2021/2022,N,PE
X7453,Dissertation (Education),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
EM504,Dissertation A,10,Level 5,Undergraduate,Full Year 2021/2022,N,NE
EM505,Dissertation B,20,Level 5,Undergraduate,Full Year 2021/2022,N,NE
P3409,Dissertation In Creative Writing,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
M9436,Dissertation In Law,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
L5417,Dissertation In Social Policy,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
B1480,Dissertation In Sport And Physical Activity,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
CH450,Distance Learning Assignment,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
CH458,Distance Learning Assignment,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
OS401,Drawing And Painting 1,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS402,Drawing And Painting 2,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS403,Drawing And Painting 3,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS719,Drawing And Painting Landscapes,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
CH542,Drug Discovery Specialisation,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
CH482,Drug Discovery Specialisation Topics,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
EE580,Dsp And Fpga-Based Embedded System Design,20,Level 5,Undergraduate,Full Year 2021/2022,Y,PE
CS257,Dtsp Work Based Learning 1,20,Level 2,Undergraduate,Full Year 2021/2022,N,NE
CS322,Dtsp Work Based Learning 2,20,Level 3,Undergraduate,Full Year 2021/2022,N,NE
CS424,Dtsp Work Based Learning 3,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
16361,Dynamics And Control,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
NM436,Dynamics Of Offshore Structures,20,Level 4,Undergraduate,Full Year 2021/2022,Y,PE
EC214,Economics And Finance,20,Level 2,Undergraduate,Full Year 2021/2022,N,EO
X3402,Educational Perspectives And Policies 1,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3463,Educational Perspectives And Policies 1 (Gaelic Medium),20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3559,Educational Perspectives And Policies 2 (Gaelic Medium),20,Level 5,Undergraduate,Full Year 2021/2022,N,NE
19260,Electrical And Electronic Engineering,10,Level 2,Undergraduate,Full Year 2021/2022,N,NE
EM105,Electrical And Mechanical Techniques And Design 1,20,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EM271,Electrical And Mechanical Techniques And Design 2,10,Level 2,Undergraduate,Full Year 2021/2022,N,NE
EE107,Electronic And Electrical Principles 1,20,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EE269,Electronic And Electrical Principles 2,20,Level 2,Undergraduate,Full Year 2021/2022,Y,NE
EE311,Electronic And Electrical Principles 3,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
EE105,Electronic And Electrical Techniques And Design 1,20,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EE271,Electronic And Electrical Techniques And Design 2,10,Level 2,Undergraduate,Full Year 2021/2022,N,NE
EE325,Electronic Design,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
CS413,Embedded Systems,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7204,Emotional And Social Development: Foundations For Learning And Health,20,Level 2,Undergraduate,Full Year 2021/2022,Y,NE
16294,Energy Systems 1,10,Level 2,Undergraduate,Full Year 2021/2022,Y,PE
EF005,Engineering Academy Year 1 - Ayrshire College,120,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EF010,Engineering Academy Year 1 - Biomedical Engineering,0,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EF011,Engineering Academy Year 1 - Chemical And Process Engineering,0,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EF003,Engineering Academy Year 1 - City Of Glasgow College,120,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EF012,Engineering Academy Year 1 - Civil And Environmental Engineering,0,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EF013,Engineering Academy Year 1 - Design Manufacture & Engineering Management,0,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EF015,Engineering Academy Year 1 - Electronic And Electrical Engineering,0,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EF001,Engineering Academy Year 1 - Forth Valley College,120,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EF007,Engineering Academy Year 1 - Glasgow Clyde College,120,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EF008,Engineering Academy Year 1 - Glasgow Kelvin College Electronics,120,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EF009,Engineering Academy Year 1 - Glasgow Kelvin College General Engineering,120,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EF016,Engineering Academy Year 1 - Mechanical And Aerospace Engineering,0,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EF017,"Engineering Academy Year 1 - Naval Architecture, Ocean And Marine Eng",0,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EF004,Engineering Academy Year 1 - New College Lanarkshire,120,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EF006,Engineering Academy Year 1 - West College Scotland,120,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EE313,Engineering Analysis,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
EM301,Engineering Analysis,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
16363,Engineering Analysis 3,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
ME108,Engineering Analysis And Numerical Methods,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EM305,Engineering Computing,10,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
EO300,Engineering Design And Manufacture Project A,60,Level 3,Undergraduate,Full Year 2021/2022,N,NE
EO400,Engineering Design And Manufacture Project B,60,Level 4,Undergraduate,Full Year 2021/2022,N,NE
EE106,Engineering Design For Software Development 1,20,Level 1,Undergraduate,Full Year 2021/2022,Y,NE
EE273,Engineering Design For Software Development 2,20,Level 2,Undergraduate,Full Year 2021/2022,Y,NE
EF104,Engineering Fundamentals,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
ME403,Engineering Materials Selection,10,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
CL329,Engineering Mathematics,20,Level 3,Undergraduate,Full Year 2021/2022,N,NE
MM213,Engineering Mathematics 3e,20,Level 2,Undergraduate,Full Year 2021/2022,Y,EO
16132,Engineering Mechanics 1,20,Level 1,Undergraduate,Full Year 2021/2022,N,NE
16232,Engineering Mechanics 2,20,Level 2,Undergraduate,Full Year 2021/2022,Y,NE
EF102,Engineering Skills,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
BE500,"Entrepreneurship, Innovation And Commercialisation In Medical Devices",10,Level 5,Undergraduate,Full Year 2021/2022,N,NE
Z1216,Entrepreneurship: Opportunities And Ventures,20,Level 2,Undergraduate,Full Year 2021/2022,N,NE
CC215,European Union Law,20,Level 2,Undergraduate,Full Year 2021/2022,N,EO
ME107,Experimental And Laboratory Skills,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
PH180,Experimental Physics,20,Level 1,Undergraduate,Full Year 2021/2022,N,NE
PH280,Experimental Physics,20,Level 2,Undergraduate,Full Year 2021/2022,N,NE
PH380,Experimental Physics I,40,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
PH390,Experimental Physics Ii,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
X3475,Exploring Belief And Culture,10,Level 4,Undergraduate,Full Year 2021/2022,Y,PE
X9268,Exploring Creativities In Practice,20,Level 2,Undergraduate,Full Year 2021/2022,Y,EO
X7201,Exploring Moral And Ethical Issues In Contemporary Society,20,Level 2,Undergraduate,Full Year 2021/2022,Y,EO
PH491,External Placement Project,120,Level 4,Undergraduate,Full Year 2021/2022,N,NE
PH591,External Placement Project,120,Level 5,Undergraduate,Full Year 2021/2022,N,NE
EX118,External Study,80,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EX199,External Study (Ibml),0,Level 4,Undergraduate,Full Year 2021/2022,N,NE
EX304,External Study - International Business,20,Level 3,Undergraduate,Full Year 2021/2022,N,NE
AG436,Finance Dissertation,40,Level 4,Undergraduate,Full Year 2021/2022,N,EO
16231,Flight And Spaceflight 1,10,Level 2,Undergraduate,Full Year 2021/2022,Y,PE
CH554,Forensic And Analytical Chemistry Specialisation,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
CH477,Forensic And Analytical Chemistry Specialisation Topics,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
CH469,Forensic Chemistry Specialisation,20,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
CH213,Forensic Trace Analysis And Quantitative Analytical Chemistry,20,Level 2,Undergraduate,Full Year 2021/2022,Y,PE
CH116,Foundation Science: Big Ideas For Chemists,20,Level 1,Undergraduate,Full Year 2021/2022,Y,PE
OS035,French 1a,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS036,French 1b,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS132,French 2,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS133,French 3,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS204,French 4,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
R1215,French Culture And History 2,20,Level 2,Undergraduate,Full Year 2021/2022,Y,PE
R1315,French Culture And History 3,20,Level 3,Undergraduate,Full Year 2021/2022,Y,PE
19450,French Diploma Project Work,40,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
R1498,French Dissertation,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
R1509,French Honours Spoken Language,20,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
R1510,French Honours Written Language,20,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
CH208,Fundamental Organic Chemistry,20,Level 2,Undergraduate,Full Year 2021/2022,Y,PE
MS212,Fundamentals Of Business Technology And Analysis,30,Level 2,Undergraduate,Full Year 2021/2022,N,NE
CL137,Fundamentals Of Civil Engineering,20,Level 1,Undergraduate,Full Year 2021/2022,N,NE
B6342,Further Studies In Acquired Adult Communication Disorders,20,Level 3,Undergraduate,Full Year 2021/2022,N,NE
OS221,Gaelic 1a,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS157,Gaelic 1b,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
PH387,"Gases, Liquids And Thermodynamics",20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
CL314,Geotechnical Engineering 1,20,Level 3,Undergraduate,Full Year 2021/2022,N,NE
CL419,Geotechnical Engineering 2,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
OS045,German 1a,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS046,German 1b,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS142,German 2,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS143,German 3,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS203,German 4,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS717,Get To Grips With Pastels,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
CL450,Graduate Diploma Individual Project,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
ME421,Graduate Diploma Individual Project,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
OS281,Greek 1a,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
NM502,Group Design Project,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
19520,Group Project,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
EM501,Group Project,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
CS546,Group Project (Meng Computer Science),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
ME101,Heat And Flow 1,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
ME203,Heat And Flow 2,20,Level 2,Undergraduate,Full Year 2021/2022,Y,NE
ME301,Heat And Flow 3,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
ME405,Heat And Flow 4,10,Level 4,Undergraduate,Full Year 2021/2022,Y,PE
NM440,High Performance Marine Vehicles Project,40,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
EE574,High Voltage Technology And Electromagnetic Compatability,20,Level 5,Undergraduate,Full Year 2021/2022,Y,PE
R4402,Hispanic Studies 4,10,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
CH436,Honours Project And Dissertation,40,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
MG412,Hospitality And Tourism Management Dissertation,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
MG424,Hospitality And Tourism Management Dissertation,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
MG504,Hospitality And Tourism Management Dissertation,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
MG214,Hospitality And Tourism Management: An Introductory Synthesis,20,Level 2,Undergraduate,Full Year 2021/2022,N,PE
JW255,How People Develop And Learn,20,Level 2,Undergraduate,Full Year 2021/2022,N,NE
HR408,Hrm And Employment Relations In Public Services,20,Level 4,Undergraduate,Full Year 2021/2022,N,EO
HR500,Hrm And Employment Relations In Public Services,20,Level 5,Undergraduate,Full Year 2021/2022,N,EO
94157,Human Biological Sciences 1,20,Level 1,Undergraduate,Full Year 2021/2022,Y,NE
94206,Human Biological Sciences 2,20,Level 2,Undergraduate,Full Year 2021/2022,Y,NE
HR502,Human Resource Management Dissertation - Ibml Integrated Masters,40,Level 5,Undergraduate,Full Year 2021/2022,N,EO
HR406,Human Resource Management Dissertation And Research Methods (Business),40,Level 4,Undergraduate,Full Year 2021/2022,N,PE
HR409,Human Resource Management Honours Dissertation (Hass),20,Level 4,Undergraduate,Full Year 2021/2022,N,EO
CL216,Hydraulics And Hydrology,20,Level 2,Undergraduate,Full Year 2021/2022,N,NE
NM313,"Hydrodynamics, Resistance And Propulsion",20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
NM344,"Hydrodynamics, Resistance And Propulsion",20,Level 3,Undergraduate,Full Year 2021/2022,N,NE
NM212,Hydrostatics And Stability Of Marine Vehicles,20,Level 2,Undergraduate,Full Year 2021/2022,Y,PE
R1394,Ibml French 3,20,Level 3,Undergraduate,Full Year 2021/2022,Y,PE
R1507,Ibml French 5 - Intercultural Mediation,20,Level 5,Undergraduate,Full Year 2021/2022,N,NE
R1508,Ibml French 5 - Research And Productive Skills,20,Level 5,Undergraduate,Full Year 2021/2022,N,NE
R3396,Ibml Italian 3,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
R3537,Ibml Italian 5 - Intercultural Mediation,20,Level 5,Undergraduate,Full Year 2021/2022,N,NE
R3538,Ibml Italian 5 - Research And Productive Skills,20,Level 5,Undergraduate,Full Year 2021/2022,N,NE
MK502,Ibml Masters Dissertation - Marketing,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
EE581,Image And Video Processing,20,Level 5,Undergraduate,Full Year 2021/2022,Y,PE
R1401,Images Of Women,10,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
R4200,Independence And Isolation In Spain And Latin America,20,Level 2,Undergraduate,Full Year 2021/2022,Y,PE
X7426,Independent Study Joint Honours Education,10,Level 4,Undergraduate,Full Year 2021/2022,Y,EO
CL448,Individual Project,30,Level 4,Undergraduate,Full Year 2021/2022,N,NE
CS408,Individual Project,40,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
EE420,Individual Project,40,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
EM401,Individual Project,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
ME409,Individual Project,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
ME420,Individual Project - Aerospace,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
DM402,Individual Project 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
DM511,Individual Project 2,60,Level 5,Undergraduate,Full Year 2021/2022,N,NE
CS455,Individual Work-Based Project,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
DM403,Industrial Group Project 1,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
DM501,Industrial Group Project 2,20,Level 5,Undergraduate,Full Year 2021/2022,N,NE
CH451,Industrial Placement,80,Level 4,Undergraduate,Full Year 2021/2022,N,NE
CS415,Industrial Placement,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
PH465,Industrial Project,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
16010,Industrial Study,10,Level 4,Undergraduate,Full Year 2021/2022,N,NE
16020,Industrial Study,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
CS104,Information And Information Systems,20,Level 1,Undergraduate,Full Year 2021/2022,Y,PE
CC126,Information Technology,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EE470,Information Transmission And Security,20,Level 4,Undergraduate,Full Year 2021/2022,Y,PE
CH202,Inorganic Chemistry,20,Level 2,Undergraduate,Full Year 2021/2022,Y,PE
CH324,Inorganic Chemistry,20,Level 3,Undergraduate,Full Year 2021/2022,N,NE
CH326,"Inorganic Chemistry, Structures And Spectroscopy",20,Level 3,Undergraduate,Full Year 2021/2022,Y,PE
CH461,"Inorganic Chemistry, Structures And Spectroscopy",20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
EE312,Instrumentation And Microcontrollers,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
EM304,Integrated Design,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
CS115,Integrated Project 1 (Ga),30,Level 1,Undergraduate,Full Year 2021/2022,N,NE
CS256,Integrated Project 2 (Ga),30,Level 2,Undergraduate,Full Year 2021/2022,N,NE
CS357,Integrated Project 3,30,Level 3,Undergraduate,Full Year 2021/2022,N,NE
DM101,Integrating Studies 1,20,Level 1,Undergraduate,Full Year 2021/2022,N,PE
DM204,Integrating Studies 2,20,Level 2,Undergraduate,Full Year 2021/2022,N,PE
AG218,Intermediate Financial Reporting,20,Level 2,Undergraduate,Full Year 2021/2022,Y,NE
CH325,Intermediate Organic Chemistry And Spectroscopy,20,Level 3,Undergraduate,Full Year 2021/2022,Y,PE
MG420,International Business Project,10,Level 4,Undergraduate,Full Year 2021/2022,N,EO
BF306,International Management Development Programme,20,Level 3,Undergraduate,Full Year 2021/2022,N,NE
OS196,Introduction To Botanical Drawing,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS197,Introduction To Botanical Painting,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
CC124,Introduction To Economics,20,Level 1,Undergraduate,Full Year 2021/2022,N,NE
AG105,Introduction To Finance And Financial Statistics,20,Level 1,Undergraduate,Full Year 2021/2022,Y,EO
94156,Introduction To Health Services Research,20,Level 1,Undergraduate,Full Year 2021/2022,Y,NE
JW254,Introduction To Integrated Services,20,Level 2,Undergraduate,Full Year 2021/2022,N,NE
CC122,Introduction To Marketing,20,Level 1,Undergraduate,Full Year 2021/2022,N,NE
NM102,Introduction To Naval Architecture And Marine Engineering,20,Level 1,Undergraduate,Full Year 2021/2022,Y,PE
AB315,Introduction To Practice,20,Level 3,Undergraduate,Full Year 2021/2022,N,NE
CS116,Introduction To Programming,20,Level 1,Undergraduate,Full Year 2021/2022,N,NE
C8107,Introduction To Psychology,20,Level 1,Undergraduate,Full Year 2021/2022,N,NE
C8203,Introduction To Research Design And Analysis,20,Level 2,Undergraduate,Full Year 2021/2022,Y,NE
OS198,Introduction To Sociology,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
BF404,Issues And Trends In Business And Management,20,Level 4,Undergraduate,Full Year 2021/2022,Y,PE
OS065,Italian 1a,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS066,Italian 1b,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS162,Italian 2,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS163,Italian 3,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS205,Italian 4,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
R3532,Italian 4 (Language) B,10,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
