Module Title,Degree Level,SDG1,SDG2,SDG3,SDG4,SDG5,SDG6,SDG7,SDG8,SDG9,SDG10,SDG11,SDG12,SDG13,SDG14,SDG15,SDG16,SDG17
Water And Wastewater Treatment Design,Postgraduate taught,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Water And Environmental Management,Postgraduate taught,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
Groundwater Flow Modelling,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Qualitative And Quantitative Research Methods,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Environmental Geochemistry,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Civil Engineering (MSc)
Qualitative And Quantitative Research Methods*,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Ground Improvement And Reinforcement,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Site Investigation And Risk Assessment*,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Waste Management And Landfill Design*,Postgraduate taught,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO
Renewable Energy Marine Systems,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Contaminated Land,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO
Urban Water Supply And Drainage Systems,Postgraduate taught,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Water And Wastewater Treatment Design*,Postgraduate taught,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
ICT integrated in AEC,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
Global Water Policy*,Postgraduate taught,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO
Fundamentals of Environmental Forensics*,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Science, Technology And Innovation Policy",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
Environmental Pollution Management*,Postgraduate taught,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
Independent Study in Collaboration with Industry*,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Pollution and Rehabilitation of Degraded Ecosystems*,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
Environmental Impact Assessment*,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
City Systems And Infrastructure,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
Clinical Health Psychology (MSc)
Clinical Psychology,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
Health Psychology,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
Neuropsychology,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Professional Practice,Postgraduate taught,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Introduction to Psychological Therapies,Postgraduate taught,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Research Methods in Clinical Health Psychology,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Clinical Pharmacy (MSc)
"Interpretation of  laboratory/routine clinical information in the management of common clinical conditions e.g asthma, cardiology infection etc.",Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Counselling And communication, therapeutic drug monitoring",Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Evidence Based Medicine And Application of research methods,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Pharmacy service delivery, team leadership and professionalism",Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Psycho-social aspects to Pharmacy Practice,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Application of Pharmaceutical Care in complex patients,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Construction Law (LLM/PgDip/PgCert)
Law And Practice of Construction Management,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Context of Construction,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Legal Process And The Law of Contract and Other Obligations,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Law of the Construction Industry,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Construction Dispute Resolution,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Counselling & Psychotherapy (MSc)
The Therapeutic Relationship,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Personality Theory,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
The Therapeutic Process,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Counselling Case Formulation,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Counselling Practicum,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Counselling Research Dissertation,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Creative Writing (MLitt)
The Shape of Stories 1 (20 credits),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
The Writing Life (20 credits),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Research Skills in the Humanities (20 credits),Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
The Shape of Stories 2 (20 credits),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
The Made Project (20 credits),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Advanced Topics in Creative Writing (Supervisions),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
"Narrative Processing across Languages, Culture and Media",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
Contemporary Scottish Cultural Studies,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
Transcultural Fandom And British Popular Culture; Reading And Writing in Online Communities,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
"Fleshy Histories; Meat Eating And Meat Avoidance, 1500 to the Present",Postgraduate taught,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
The Major Project (60 Credits),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Criminal Justice & Penal Change (LLM/MSc/PgDip/PgCert)
Criminal Justice And Penal Decision-Making,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO
Punishment And Processes of Penal Change,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Dissertation Research Project,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Restorative Justice,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Childhood And Crime,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
"Surveillance, Technology And Control",Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
Offender Supervision And Management,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Homicide,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Criminology & Social Policy (MSc)
The Contexts of Criminal Justice Research,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Contemporary Issues in Criminology,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
"Prisons, Power and Punishment",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
Qualitative Research Methods,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Dissertation in Criminology,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Perspectives on Social Research,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Welfare Concepts and Ideas,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Approaches to Welfare; Past, Present and Future",Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
International Social Work; Themes and Perspectives,Postgraduate taught,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
"Cyber Security
(Graduate Apprenticeship) (MSc)"
Information Security Fundamentals,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Advanced Information Security,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Advanced Topics in Information Security,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Information Security Research Project and Dissertation,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Work-based Learning in Information Security,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO
Digital Forensics and Incidence Response,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Compliance and Operational Security Management,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Vulnerability Assessment and Security Testing,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
Data Analytics (MSc)
Business And Decision Modelling,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Optimisation for Analytics,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Data Analytics in Practice,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Database Fundamentals,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Evolutionary Computation for Finance 1,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Evolutionary Computation for Finance 2,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Fundamentals of Machine Learning for Data Analytics,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Stochastic Modelling for Analytics,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Business Simulation Modelling,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Data Analytics (Online) (PgCert)
Data Science for Politics & Policymaking (MSc)
Big Data Technologies,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Quantitative Methods 1,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Quantitative Methods 2,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Qualitative Methods,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Welfare Concepts And Ideas,Postgraduate taught,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
Principles of Research Design,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Policy Analysis,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Design Engineering (MSc)
Global Design (10 credits),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Sustainability (10 credits),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO
Remanufacturing (10 credits),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
Supply Chain Operations (10 credits),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Enterprise Resource Planning (10 credits),Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO
Management of Innovation (10 credits),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO
Design Form And Aesthetics (10 credits),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
Human Centred Design (10 credits),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
Product Costing And Financial Management (10 credits),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO
Design Engineering with Advanced Product Development (MSc)
Design Engineering with Sustainability (MSc)
Digital Health Systems (MSc)
Design of Usable Health and Care Systems,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Digital Health Implementation,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
Healthy Ageing,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
Health Information Governance,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Decision Support And Health Analytics,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Digital Journalism (MLitt/PgDip)
Multimedia Journalism,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Producing Media,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Scots Law for Journalists,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
Media Ethics,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Entrepreneurial Journalism,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Digital Communication And Society,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO
Communication And Media Theory in an International Context,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Strategic Communication,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Academic Dissertation,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Production Dissertation,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Digital Manufacturing (MSc)
Digital Marketing Management (MSc)
Cross-Cultural Buyer Behaviour,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO
Marketing Research in a Digital Age,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Strategic Digital Marketing,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
eMarketing in Practice,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Supply Chain Digitalisation,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
Contemporary Consumers,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Integrated Marketing Communications,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Digital Transformative Project,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Diplomacy & International Security (MSc/PgDip)
"Diplomacy; Evolution, Theory and Practice",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Embassies in Crisis,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Research Skills, Sources And Methods for Historians",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Contemporary Security Challenges And Responses,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,NO,YES,NO
"Britain, France And the United States 1945-1955 Diplomacy, Strategy And Alliance",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Contemporary International Relations,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
Terrorism And the Law,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
International Human Rights Law,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
International Institutions And Regimes,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
"Diplomacy and Conflict Resolution in the Arab-Israeli Dispute, 1947-1979",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
The Global Cold War in Africa,Postgraduate taught,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO
Early Years Pedagogue (MEd)
"Taking Action; Child, Family And Community Efficacy",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Creating Stimulating Learning Environments; Indoors And Out,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Listening to Children And Hearing their Voices,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
The Connected Child; Early Child Development,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Leading in a Time of Change,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Child-Centred And Child-Focused Approaches to Practitioner Research,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Economics & Finance (MSc)
Topics in Corporate Finance,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Derivatives,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Economics & Policy of Energy & Climate Change (MSc)
Economic Data Analysis,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Natural Resources, Sustainability and Governance",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO
Energy Finance and Forecasting,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Energy Technologies, Impacts and Implementation",Postgraduate taught,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO
Climate Change Economics,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
Energy Industries and Markets,Postgraduate taught,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Global Energy Policy and Politics,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Regional Development Policy,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Education Studies (part-time) (MEd)
"Health, Wellbeing And Sustainability (PG Cert)",Postgraduate taught,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Inclusive Education (PG Cert),Postgraduate taught,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
Philosophy with Children (PG Cert),Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Supporting Teacher Learning (PG Cert),Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Educational Leadership (PG Cert),Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
Technology Enhanced Teaching and Learning (Digital Education) (PGCert),Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO
Developing Effective Practice in Youth Health Promotion,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Instructional Design and Technology,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Digital Media for Learning,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
Health and Wellbeing; Policy Practice and Pedagogy,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
Independent Study 1,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Independent Study 3,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Independent Study 4,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Learning for Sustainability,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Research Methodologies and Reasoning,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Student Thinking and Learning in Science,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Teaching and Learning in STEM/STEAM,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Technology Enhanced Learning; Theory and Practice,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Conceptions of Leadership,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Leadership for Learning,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Leadership for Equity, Inclusion and Social",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
Leadership for School Improvement,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Contexts for Leadership,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Health And Wellbeing; Policy Practice And Pedagogy,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
Understanding Gender and Sexuality in Education,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
